Game Number,Current Step,Result Step,Cost,RTP,Game Crush Point,Redistributed Crush Point
8399,3,11,6.86,120.97,5,27
8399,14,21,56.86,99.81,27,N/A
8400,3,11,6.86,120.97,8,34
8400,18,23,122.71,67.94,34,N/A
8401,0,4,3.85,56.05,3,9
8403,3,10,6.86,99.81,8,12
8404,7,10,14.80,46.25,15,N/A
8404,11,17,31.93,82.35,15,20
8404,19,26,148.73,99.81,20,42
8405,0,6,3.85,82.35,1,9
8407,0,8,3.85,120.97,5,28
8408,0,6,3.85,82.35,1,8
8411,0,4,3.85,56.05,8,N/A
8414,0,8,3.85,120.97,1,19
8414,11,17,31.93,82.35,19,N/A
8414,18,21,122.71,46.25,19,23
8415,0,8,3.85,120.97,7,13
8416,0,7,3.85,99.81,9,N/A
8418,0,6,3.85,82.35,1,13
8418,12,20,38.70,120.97,13,33
8420,0,7,3.85,99.81,4,8
8421,0,10,3.85,177.72,1,12
8424,3,11,6.86,120.97,8,14
8426,0,9,3.85,146.62,18,N/A
8426,12,19,38.70,99.81,18,22
8427,0,8,3.85,120.97,1,13
8428,1,6,4.67,67.94,2,12
8428,7,13,14.80,82.35,12,14
8429,1,9,4.67,120.97,2,15
8429,10,19,26.35,146.62,15,23
8430,0,8,3.85,120.97,1,10
8431,0,8,3.85,120.97,1,10
8432,0,8,3.85,120.97,4,14
8432,11,16,31.93,67.94,14,23
8432,19,29,148.73,177.72,23,30
8434,0,8,3.85,120.97,12,N/A
8435,0,8,3.85,120.97,12,N/A
8436,0,8,3.85,120.97,2,15
8436,11,19,31.93,120.97,15,22
8437,0,4,3.85,56.05,1,6
8439,0,7,3.85,99.81,1,10
8440,0,8,3.85,120.97,11,N/A
8440,9,16,21.74,99.81,11,18
8440,17,24,101.24,99.81,18,28
8441,3,11,6.86,120.97,22,N/A
8441,17,26,101.24,146.62,22,40
8442,0,8,3.85,120.97,22,N/A
8443,3,11,6.86,120.97,4,27
8443,17,25,101.24,120.97,27,N/A
8444,0,3,3.85,46.25,6,N/A
8445,0,4,3.85,56.05,3,9
8445,7,16,14.80,146.62,9,29
8446,0,10,3.85,177.72,5,12
8447,3,9,6.86,82.35,6,13
8447,12,20,38.70,120.97,13,37
8448,0,4,3.85,56.05,6,N/A
8450,0,3,3.85,46.25,1,9
8452,2,10,5.66,120.97,5,11
8453,0,8,3.85,120.97,3,13
8453,11,16,31.93,67.94,13,18
8455,0,11,3.85,215.40,5,13
8455,12,18,38.70,82.35,13,20
8456,3,11,6.86,120.97,7,30
8456,14,19,56.86,67.94,30,N/A
8457,1,9,4.67,120.97,11,N/A
8457,10,17,26.35,99.81,11,20
8457,18,21,122.71,46.25,20,25
8458,0,4,3.85,56.05,1,5
8460,0,7,3.85,99.81,5,10
8461,0,12,3.85,261.08,3,13
8464,3,10,6.86,99.81,6,17
8464,16,23,83.53,99.81,17,28
8465,0,5,3.85,67.94,2,8
8465,6,15,12.21,146.62,8,18
8465,16,29,83.53,316.44,18,31
8466,0,6,3.85,82.35,19,N/A
8466,7,17,14.80,177.72,19,N/A
8466,18,22,122.71,56.05,19,24
8470,0,3,3.85,46.25,1,7
8471,3,9,6.86,82.35,14,N/A
8472,1,7,4.67,82.35,2,8
8474,0,8,3.85,120.97,1,26
8474,11,17,31.93,82.35,26,N/A
8476,0,10,3.85,177.72,3,12
8477,0,45,3.85,148933.96,10,46
8479,3,11,6.86,120.97,7,12
8481,0,3,3.85,46.25,3,4
8483,0,7,3.85,99.81,6,23
8483,17,27,101.24,177.72,23,33
8484,0,7,3.85,99.81,7,22
8484,16,20,83.53,56.05,22,N/A
8485,1,12,4.67,215.40,13,N/A
8486,0,10,3.85,177.72,3,14
8489,0,8,3.85,120.97,7,11
8489,10,18,26.35,120.97,11,24
8490,0,8,3.85,120.97,18,N/A
8490,10,18,26.35,120.97,18,25
8490,19,27,148.73,120.97,25,29
8491,0,6,3.85,82.35,2,8
8491,7,15,14.80,120.97,8,16
8492,0,5,3.85,67.94,17,N/A
8492,9,13,21.74,56.05,17,N/A
8492,15,28,68.92,316.44,17,38
8493,0,7,3.85,99.81,2,24
8493,9,15,21.74,82.35,24,N/A
8493,17,25,101.24,120.97,24,32
8496,0,8,3.85,120.97,10,N/A
8499,0,3,3.85,46.25,6,N/A
8500,0,6,3.85,82.35,6,7
8501,0,10,3.85,177.72,6,12
8502,2,12,5.66,177.72,23,N/A
8502,13,19,46.91,82.35,23,N/A
8503,3,11,6.86,120.97,5,28
8503,17,25,101.24,120.97,28,N/A
8504,0,7,3.85,99.81,1,10
8505,0,3,3.85,46.25,5,N/A
8506,0,6,3.85,82.35,1,16
8506,7,15,14.80,120.97,16,N/A
8507,3,8,6.86,67.94,9,N/A
8508,6,13,12.21,99.81,8,18
8508,16,25,83.53,146.62,18,30
8509,0,10,3.85,177.72,21,N/A
8509,13,20,46.91,99.81,21,N/A
8510,0,8,3.85,120.97,1,22
8513,1,13,4.67,261.08,23,N/A
8513,15,23,68.92,120.97,23,27
8514,0,8,3.85,120.97,6,10
8516,0,8,3.85,120.97,2,9
8517,1,7,4.67,82.35,5,9
8517,8,15,17.93,99.81,9,23
8517,16,24,83.53,120.97,23,30
8518,1,5,4.67,56.05,2,16
8518,6,13,12.21,99.81,16,N/A
8518,15,23,68.92,120.97,16,24
8519,4,12,8.31,120.97,15,N/A
8519,13,21,46.91,120.97,15,27
8520,3,11,6.86,120.97,4,17
8522,3,10,6.86,99.81,8,13
8523,0,4,3.85,56.05,1,11
8523,7,12,14.80,67.94,11,14
8526,0,4,3.85,56.05,3,9
8526,5,8,10.07,46.25,9,N/A
8527,0,6,3.85,82.35,2,16
8527,12,20,38.70,120.97,16,22
8528,0,7,3.85,99.81,6,22
8528,8,16,17.93,120.97,22,N/A
8528,18,25,122.71,99.81,22,27
8530,0,8,3.85,120.97,1,11
8531,0,7,3.85,99.81,1,12
8532,0,10,3.85,177.72,2,11
8533,6,14,12.21,120.97,18,N/A
8533,17,24,101.24,99.81,18,27
8534,0,8,3.85,120.97,1,12
8535,0,6,3.85,82.35,2,14
8535,7,14,14.80,99.81,14,15
8536,3,11,6.86,120.97,14,N/A
8540,6,14,12.21,120.97,14,27
8541,6,14,12.21,120.97,10,16
8542,1,8,4.67,99.81,4,19
8542,12,20,38.70,120.97,19,25
8544,2,13,5.66,215.40,10,17
8544,14,22,56.86,120.97,17,28
8545,1,7,4.67,82.35,2,13
8545,8,16,17.93,120.97,13,24
8545,18,23,122.71,67.94,24,N/A
8546,0,8,3.85,120.97,1,12
8546,9,17,21.74,120.97,12,21
8547,0,6,3.85,82.35,15,N/A
8547,8,16,17.93,120.97,15,17
8548,0,8,3.85,120.97,5,13
8548,11,15,31.93,56.05,13,17
8549,2,14,5.66,261.08,4,15
8550,0,6,3.85,82.35,7,N/A
8551,0,7,3.85,99.81,15,N/A
8551,10,18,26.35,120.97,15,22
8555,0,10,3.85,177.72,8,13
8556,0,9,3.85,146.62,2,25
8556,19,27,148.73,120.97,25,30
8557,0,8,3.85,120.97,2,13
8558,0,11,3.85,215.40,5,14
8560,0,9,3.85,146.62,10,N/A
8562,0,3,3.85,46.25,3,7
8562,5,13,10.07,120.97,7,15
8562,14,24,56.86,177.72,15,29
8564,3,8,6.86,67.94,10,N/A
8566,0,3,3.85,46.25,6,N/A
8567,0,8,3.85,120.97,6,9
8570,0,7,3.85,99.81,9,N/A
8571,1,9,4.67,120.97,14,N/A
8571,11,15,31.93,56.05,14,19
8572,0,6,3.85,82.35,5,39
8572,9,15,21.74,82.35,39,N/A
8572,16,23,83.53,99.81,39,N/A
8573,0,10,3.85,177.72,2,12
8574,1,5,4.67,56.05,4,7
8575,0,13,3.85,316.44,9,17
8575,14,26,56.86,261.08,17,37
8576,3,9,6.86,82.35,8,17
8576,12,20,38.70,120.97,17,22
8577,0,7,3.85,99.81,2,9
8578,0,8,3.85,120.97,4,13
8580,1,9,4.67,120.97,4,10
8581,0,8,3.85,120.97,3,10
8583,0,6,3.85,82.35,3,9
8583,8,14,17.93,82.35,9,17
8584,6,14,12.21,120.97,7,16
8585,0,8,3.85,120.97,5,10
8587,2,10,5.66,120.97,3,11
8588,0,13,3.85,316.44,7,30
8589,3,11,6.86,120.97,5,15
8590,0,8,3.85,120.97,1,13
8590,9,12,21.74,46.25,13,N/A
8592,0,6,3.85,82.35,5,22
8592,16,24,83.53,120.97,22,26
8593,0,11,3.85,215.40,1,14
8594,0,7,3.85,99.81,1,9
8596,0,9,3.85,146.62,2,10
8597,0,8,3.85,120.97,3,11
8597,10,18,26.35,120.97,11,31
8598,0,10,3.85,177.72,7,15
8599,0,7,3.85,99.81,3,23
8599,10,17,26.35,99.81,23,N/A
8600,0,8,3.85,120.97,4,15
8601,0,4,3.85,56.05,4,6
8602,0,8,3.85,120.97,1,16
8602,9,15,21.74,82.35,16,N/A
8603,0,5,3.85,67.94,7,N/A
8603,6,16,12.21,177.72,7,17
8604,1,12,4.67,215.40,2,16
8604,13,21,46.91,120.97,16,26
8605,0,12,3.85,261.08,12,22
8605,13,19,46.91,82.35,22,N/A
8606,0,9,3.85,146.62,11,N/A
8607,0,9,3.85,146.62,1,13
8609,0,6,3.85,82.35,5,7
8610,0,8,3.85,120.97,15,N/A
8611,0,7,3.85,99.81,1,10
8611,9,17,21.74,120.97,10,23
8611,19,26,148.73,99.81,23,29
8612,0,4,3.85,56.05,6,N/A
8613,0,13,3.85,316.44,10,15
8614,6,14,12.21,120.97,12,16
8616,0,8,3.85,120.97,2,10
8617,0,3,3.85,46.25,2,20
8617,6,16,12.21,177.72,20,N/A
8618,0,6,3.85,82.35,4,7
8619,1,10,4.67,146.62,10,11
8620,1,7,4.67,82.35,8,N/A
8621,0,4,3.85,56.05,10,N/A
8622,1,9,4.67,120.97,11,N/A
8623,0,4,3.85,56.05,5,N/A
8624,0,8,3.85,120.97,13,N/A
8625,0,8,3.85,120.97,5,9
8626,0,8,3.85,120.97,4,18
8626,11,17,31.93,82.35,18,N/A
8627,0,8,3.85,120.97,4,9
8628,0,9,3.85,146.62,3,12
8628,11,19,31.93,120.97,12,27
8629,0,8,3.85,120.97,3,16
8631,0,10,3.85,177.72,1,29
8631,11,20,31.93,146.62,29,N/A
8632,3,13,6.86,177.72,8,14
8633,1,5,4.67,56.05,7,N/A
8633,6,9,12.21,46.25,7,14
8633,11,19,31.93,120.97,14,20
8634,0,7,3.85,99.81,7,8
8635,0,8,3.85,120.97,37,N/A
8635,11,18,31.93,99.81,37,N/A
8637,0,6,3.85,82.35,23,N/A
8637,9,15,21.74,82.35,23,N/A
8637,18,24,122.71,82.35,23,25
8638,0,7,3.85,99.81,5,12
8640,0,10,3.85,177.72,16,N/A
8640,11,16,31.93,67.94,16,21
8640,17,24,101.24,99.81,21,25
8642,0,6,3.85,82.35,1,29
8642,15,19,68.92,56.05,29,N/A
8644,0,10,3.85,177.72,1,13
8647,2,7,5.66,67.94,18,N/A
8647,10,16,26.35,82.35,18,N/A
8650,0,8,3.85,120.97,6,18
8651,0,5,3.85,67.94,3,11
8651,8,15,17.93,99.81,11,21
8651,18,23,122.71,67.94,21,24
8652,0,12,3.85,261.08,10,13
8653,0,8,3.85,120.97,2,10
8654,0,8,3.85,120.97,30,N/A
8654,9,15,21.74,82.35,30,N/A
8654,19,24,148.73,67.94,30,N/A
8655,0,7,3.85,99.81,1,9
8656,3,8,6.86,67.94,8,10
8657,3,7,6.86,56.05,9,N/A
8660,0,9,3.85,146.62,4,10
8662,0,7,3.85,99.81,4,14
8662,8,20,17.93,261.08,14,22
8663,1,5,4.67,56.05,9,N/A
8663,6,16,12.21,177.72,9,22
8663,17,23,101.24,82.35,22,37
8664,0,6,3.85,82.35,3,8
8666,0,7,3.85,99.81,10,N/A
8666,9,20,21.74,215.40,10,22
8667,0,9,3.85,146.62,4,11
8668,0,5,3.85,67.94,1,11
8668,6,12,12.21,82.35,11,13
8669,0,8,3.85,120.97,1,26
8669,18,24,122.71,82.35,26,N/A
8670,0,7,3.85,99.81,7,10
8671,0,13,3.85,316.44,9,17
8671,14,24,56.86,177.72,17,27
8672,0,8,3.85,120.97,4,10
8673,0,11,3.85,215.40,6,22
8673,17,25,101.24,120.97,22,28
8675,0,7,3.85,99.81,1,8
8679,4,11,8.31,99.81,5,13
8681,0,10,3.85,177.72,8,22
8681,13,24,46.91,215.40,22,25
8683,0,10,3.85,177.72,7,17
8683,11,15,31.93,56.05,17,N/A
8683,16,26,83.53,177.72,17,27
8684,0,10,3.85,177.72,3,13
8685,0,8,3.85,120.97,7,13
8686,0,8,3.85,120.97,1,9
8687,0,8,3.85,120.97,11,N/A
8688,0,8,3.85,120.97,2,9
8690,0,7,3.85,99.81,5,12
8691,4,8,8.31,56.05,18,N/A
8691,9,18,21.74,146.62,18,21
8691,19,24,148.73,67.94,21,32
8692,0,8,3.85,120.97,2,19
8692,18,28,122.71,177.72,19,29
8693,0,4,3.85,56.05,1,12
8693,10,13,26.35,46.25,12,14
8694,0,8,3.85,120.97,1,14
8695,0,8,3.85,120.97,2,13
8695,11,15,31.93,56.05,13,18
8696,0,9,3.85,146.62,2,12
8698,0,10,3.85,177.72,2,26
8698,11,19,31.93,120.97,26,N/A
8699,0,4,3.85,56.05,5,N/A
8700,3,11,6.86,120.97,9,13
8701,0,8,3.85,120.97,4,9
8703,0,5,3.85,67.94,1,7
8706,0,5,3.85,67.94,8,N/A
8706,6,14,12.21,120.97,8,16
8707,0,6,3.85,82.35,7,N/A
8708,0,5,3.85,67.94,11,N/A
8709,0,8,3.85,120.97,1,12
8710,0,8,3.85,120.97,11,N/A
8710,9,17,21.74,120.97,11,21
8710,18,26,122.71,120.97,21,29
8711,0,8,3.85,120.97,3,10
8711,9,18,21.74,146.62,10,19
8712,3,11,6.86,120.97,4,12
8713,3,13,6.86,177.72,12,16
8714,0,6,3.85,82.35,3,13
8714,9,16,21.74,99.81,13,48
8714,17,28,101.24,215.40,48,N/A
8715,0,8,3.85,120.97,7,11
8716,0,8,3.85,120.97,7,9
8720,0,8,3.85,120.97,6,11
8721,0,8,3.85,120.97,1,10
8722,0,8,3.85,120.97,10,N/A
8724,0,8,3.85,120.97,5,9
8728,2,10,5.66,120.97,10,15
8728,14,22,56.86,120.97,15,28
8730,3,10,6.86,99.81,10,15
8730,13,22,46.91,146.62,15,27
8731,3,9,6.86,82.35,10,N/A
8732,0,5,3.85,67.94,5,15
8732,6,10,12.21,56.05,15,N/A
8732,12,22,38.70,177.72,15,24
8733,0,7,3.85,99.81,3,15
8733,8,13,17.93,67.94,15,N/A
8733,14,22,56.86,120.97,15,23
8735,0,9,3.85,146.62,1,12
8736,1,4,4.67,46.25,2,11
8738,0,8,3.85,120.97,2,13
8740,0,5,3.85,67.94,4,8
8741,0,3,3.85,46.25,2,7
8744,0,8,3.85,120.97,4,23
8744,18,25,122.71,99.81,23,27
8745,0,8,3.85,120.97,5,12
8746,0,8,3.85,120.97,3,13
8749,0,8,3.85,120.97,1,10
8750,0,8,3.85,120.97,7,10
8751,0,6,3.85,82.35,3,11
8751,9,17,21.74,120.97,11,18
8753,0,6,3.85,82.35,4,21
8753,16,24,83.53,120.97,21,28
8755,0,8,3.85,120.97,8,18
8755,11,20,31.93,146.62,18,28
8756,0,7,3.85,99.81,3,16
8758,0,7,3.85,99.81,16,N/A
8758,10,13,26.35,46.25,16,N/A
8759,0,4,3.85,56.05,3,5
8760,0,3,3.85,46.25,2,5
8760,4,9,8.31,67.94,5,21
8760,10,21,26.35,215.40,21,33
8762,1,13,4.67,261.08,9,20
8762,14,19,56.86,67.94,20,N/A
8763,0,6,3.85,82.35,6,8
8763,7,15,14.80,120.97,8,18
8763,16,24,83.53,120.97,18,29
8764,1,8,4.67,99.81,2,10
8766,0,9,3.85,146.62,3,10
8767,0,5,3.85,67.94,9,N/A
8768,0,10,3.85,177.72,1,11
8770,0,12,3.85,261.08,1,13
8772,0,5,3.85,67.94,6,N/A
8773,0,10,3.85,177.72,5,15
8773,11,20,31.93,146.62,15,31
8774,0,10,3.85,177.72,4,19
8774,12,20,38.70,120.97,19,26
8775,1,9,4.67,120.97,4,11
8775,10,17,26.35,99.81,11,22
8775,19,28,148.73,146.62,22,33
8776,0,5,3.85,67.94,13,N/A
8776,6,15,12.21,146.62,13,24
8776,18,26,122.71,120.97,24,31
8778,0,6,3.85,82.35,14,N/A
8778,12,17,38.70,67.94,14,36
8780,0,8,3.85,120.97,1,9
8781,0,5,3.85,67.94,1,27
8781,11,23,31.93,261.08,27,N/A
8782,2,5,5.66,46.25,9,N/A
8782,6,14,12.21,120.97,9,15
8783,0,7,3.85,99.81,12,N/A
8784,3,10,6.86,99.81,7,14
8785,3,16,6.86,316.44,7,19
8786,0,6,3.85,82.35,8,N/A
8787,1,8,4.67,99.81,5,20
8787,9,17,21.74,120.97,20,N/A
8787,18,25,122.71,99.81,20,31
8788,0,10,3.85,177.72,24,N/A
8789,0,6,3.85,82.35,1,8
8791,0,10,3.85,177.72,3,16
8792,0,5,3.85,67.94,5,9
8793,0,5,3.85,67.94,6,N/A
8794,0,3,3.85,46.25,12,N/A
8795,0,10,3.85,177.72,14,N/A
8795,12,15,38.70,46.25,14,22
8795,16,29,83.53,316.44,22,34
8797,0,9,3.85,146.62,3,10
8798,0,7,3.85,99.81,4,8
8799,0,7,3.85,99.81,2,20
8799,10,20,26.35,177.72,20,29
8800,0,8,3.85,120.97,3,9
8801,0,11,3.85,215.40,8,15
8801,14,27,56.86,316.44,15,28
8803,0,10,3.85,177.72,7,11
8804,0,7,3.85,99.81,8,N/A
8807,6,9,12.21,46.25,8,14
8810,0,6,3.85,82.35,11,N/A
8811,0,5,3.85,67.94,2,13
8811,7,11,14.80,56.05,13,N/A
8811,12,15,38.70,46.25,13,16
8812,3,10,6.86,99.81,4,16
8812,13,19,46.91,82.35,16,22
8813,0,10,3.85,177.72,3,18
8814,0,6,3.85,82.35,5,7
8815,0,6,3.85,82.35,8,N/A
8816,0,8,3.85,120.97,5,13
8816,10,20,26.35,177.72,13,21
8818,3,12,6.86,146.62,4,13
8819,0,4,3.85,56.05,10,N/A
8819,7,14,14.80,99.81,10,16
8820,0,6,3.85,82.35,6,14
8820,12,22,38.70,177.72,14,23
8823,0,3,3.85,46.25,4,N/A
8824,0,10,3.85,177.72,3,21
8824,19,25,148.73,82.35,21,27
8825,3,11,6.86,120.97,6,16
8827,0,3,3.85,46.25,9,N/A
8828,0,8,3.85,120.97,1,23
8828,18,26,122.71,120.97,23,36
8829,0,6,3.85,82.35,27,N/A
8829,16,19,83.53,46.25,27,N/A
8830,0,8,3.85,120.97,2,13
8830,11,23,31.93,261.08,13,24
8831,0,8,3.85,120.97,5,17
8831,9,15,21.74,82.35,17,N/A
8832,0,6,3.85,82.35,2,14
8833,0,4,3.85,56.05,20,N/A
8833,6,14,12.21,120.97,20,N/A
8833,16,24,83.53,120.97,20,25
8836,0,4,3.85,56.05,3,10
8836,7,16,14.80,146.62,10,17
8840,0,7,3.85,99.81,5,8
8841,0,3,3.85,46.25,1,8
8842,6,13,12.21,99.81,8,14
8843,3,13,6.86,177.72,24,N/A
8843,15,28,68.92,316.44,24,34
8844,0,10,3.85,177.72,1,13
8845,0,7,3.85,99.81,11,N/A
8845,10,16,26.35,82.35,11,19
8845,18,21,122.71,46.25,19,22
8846,0,7,3.85,99.81,3,16
8847,4,11,8.31,99.81,12,N/A
8848,0,7,3.85,99.81,3,11
8849,0,4,3.85,56.05,1,6
8850,0,11,3.85,215.40,2,14
8852,0,10,3.85,177.72,1,12
8853,2,8,5.66,82.35,17,N/A
8853,10,18,26.35,120.97,17,21
8854,0,10,3.85,177.72,5,31
8854,16,21,83.53,67.94,31,N/A
8855,0,8,3.85,120.97,3,9
8856,0,8,3.85,120.97,3,12
8860,1,9,4.67,120.97,4,14
8860,10,18,26.35,120.97,14,19
8861,0,7,3.85,99.81,2,9
8863,1,5,4.67,56.05,3,7
8864,0,8,3.85,120.97,2,12
8864,11,15,31.93,56.05,12,20
8864,18,24,122.71,82.35,20,44
8865,0,6,3.85,82.35,8,N/A
8866,0,8,3.85,120.97,18,N/A
8867,3,6,6.86,46.25,9,N/A
8868,0,13,3.85,316.44,1,19
8868,14,17,56.86,46.25,19,N/A
8868,18,26,122.71,120.97,19,29
8869,0,8,3.85,120.97,1,14
8869,12,19,38.70,99.81,14,21
8870,0,10,3.85,177.72,7,16
8871,0,6,3.85,82.35,16,N/A
8872,0,8,3.85,120.97,2,9
8873,0,8,3.85,120.97,2,10
8874,0,9,3.85,146.62,6,23
8875,0,4,3.85,56.05,3,5
8876,0,8,3.85,120.97,8,18
8876,11,19,31.93,120.97,18,26
8878,0,8,3.85,120.97,2,10
8879,3,13,6.86,177.72,7,18
8879,16,19,83.53,46.25,18,21
8880,0,7,3.85,99.81,3,10
8881,0,4,3.85,56.05,2,17
8881,7,15,14.80,120.97,17,N/A
8881,16,27,83.53,215.40,17,36
8882,0,3,3.85,46.25,7,N/A
8882,4,11,8.31,99.81,7,16
8882,12,22,38.70,177.72,16,26
8884,0,8,3.85,120.97,7,13
8885,0,4,3.85,56.05,5,N/A
8887,0,8,3.85,120.97,10,N/A
8888,1,5,4.67,56.05,4,9
8889,0,8,3.85,120.97,2,9
8890,0,5,3.85,67.94,40,N/A
8890,15,23,68.92,120.97,40,N/A
8891,1,10,4.67,146.62,4,18
8891,11,18,31.93,99.81,18,22
8891,19,27,148.73,120.97,22,28
8893,0,4,3.85,56.05,7,N/A
8893,5,13,10.07,120.97,7,26
8893,15,23,68.92,120.97,26,N/A
8895,1,8,4.67,99.81,8,12
8896,6,14,12.21,120.97,7,22
8896,17,25,101.24,120.97,22,32
8899,6,14,12.21,120.97,7,15
8900,0,8,3.85,120.97,3,13
8901,0,10,3.85,177.72,2,16
8902,3,11,6.86,120.97,11,14
8904,0,8,3.85,120.97,3,14
8905,0,3,3.85,46.25,1,10
8905,9,17,21.74,120.97,10,19
8906,0,5,3.85,67.94,1,9
8908,0,10,3.85,177.72,8,12
8911,0,10,3.85,177.72,4,26
8911,13,21,46.91,120.97,26,N/A
8913,0,8,3.85,120.97,6,26
8913,14,21,56.86,99.81,26,N/A
8914,0,3,3.85,46.25,17,N/A
8915,3,9,6.86,82.35,9,21
8915,12,22,38.70,177.72,21,29
8916,1,9,4.67,120.97,2,12
8916,10,20,26.35,177.72,12,22
8917,0,5,3.85,67.94,2,6
8919,0,8,3.85,120.97,10,N/A
8920,0,3,3.85,46.25,7,N/A
8920,4,8,8.31,56.05,7,10
8924,0,10,3.85,177.72,6,14
8924,13,20,46.91,99.81,14,21
8925,1,5,4.67,56.05,3,6
8926,0,10,3.85,177.72,3,15
8926,13,17,46.91,56.05,15,31
8927,1,5,4.67,56.05,23,N/A
8927,7,16,14.80,146.62,23,N/A
8927,18,28,122.71,177.72,23,30
8929,0,10,3.85,177.72,8,17
8929,12,15,38.70,46.25,17,N/A
8929,16,24,83.53,120.97,17,32
8930,0,8,3.85,120.97,21,N/A
8930,9,13,21.74,56.05,21,N/A
8930,14,21,56.86,99.81,21,23
8933,0,4,3.85,56.05,2,5
8934,0,8,3.85,120.97,9,N/A
8936,3,11,6.86,120.97,4,15
8936,14,18,56.86,56.05,15,29
8937,1,6,4.67,67.94,2,9
8937,7,11,14.80,56.05,9,23
8937,12,15,38.70,46.25,23,N/A
8937,16,24,83.53,120.97,23,27
8939,0,8,3.85,120.97,1,16
8939,12,20,38.70,120.97,16,30
8940,0,13,3.85,316.44,14,N/A
8941,0,8,3.85,120.97,8,16
8941,10,16,26.35,82.35,16,39
8941,19,27,148.73,120.97,39,N/A
8942,0,3,3.85,46.25,2,37
8942,4,12,8.31,120.97,37,N/A
8942,13,16,46.91,46.25,37,N/A
8942,19,25,148.73,82.35,37,N/A
8943,3,11,6.86,120.97,4,15
8943,14,19,56.86,67.94,15,28
8947,0,10,3.85,177.72,17,N/A
8947,12,19,38.70,99.81,17,22
8948,0,9,3.85,146.62,1,16
8948,10,18,26.35,120.97,16,30
8949,9,17,21.74,120.97,22,N/A
8950,1,9,4.67,120.97,5,10
8951,0,9,3.85,146.62,2,15
8951,12,19,38.70,99.81,15,20
8955,0,45,3.85,148933.96,13,50
8956,0,8,3.85,120.97,6,13
8956,9,13,21.74,56.05,13,21
8956,14,21,56.86,99.81,21,22
8959,3,13,6.86,177.72,12,21
8960,0,8,3.85,120.97,4,10
8961,0,4,3.85,56.05,3,5
8963,0,7,3.85,99.81,3,9
8963,8,17,17.93,146.62,9,32
8963,19,22,148.73,46.25,32,N/A
8969,0,8,3.85,120.97,1,9
8972,0,5,3.85,67.94,3,12
8972,8,16,17.93,120.97,12,17
8977,0,8,3.85,120.97,1,26
8977,9,16,21.74,99.81,26,N/A
8977,17,28,101.24,215.40,26,30
8979,0,7,3.85,99.81,2,9
8983,3,7,6.86,56.05,10,N/A
8983,9,16,21.74,99.81,10,17
8984,0,8,3.85,120.97,1,10
8985,0,8,3.85,120.97,7,12
8985,11,14,31.93,46.25,12,17
8986,0,8,3.85,120.97,2,21
8986,9,19,21.74,177.72,21,N/A
8987,0,10,3.85,177.72,8,16
8988,1,10,4.67,146.62,2,15
8988,12,22,38.70,177.72,15,26
8989,1,6,4.67,67.94,7,N/A
8990,1,13,4.67,261.08,3,29
8990,14,25,56.86,215.40,29,N/A
8991,0,8,3.85,120.97,10,N/A
8993,0,8,3.85,120.97,1,23
8993,10,15,26.35,67.94,23,N/A
8993,16,24,83.53,120.97,23,27
8994,0,6,3.85,82.35,2,8
8996,0,9,3.85,146.62,6,17
8997,0,8,3.85,120.97,4,9
8998,0,4,3.85,56.05,9,N/A
8998,5,12,10.07,99.81,9,17
8998,13,20,46.91,99.81,17,23
9002,0,5,3.85,67.94,6,N/A
9003,0,3,3.85,46.25,3,4
9004,0,8,3.85,120.97,8,21
9004,18,26,122.71,120.97,21,27
9006,0,9,3.85,146.62,3,11
9009,0,7,3.85,99.81,3,8
9010,0,7,3.85,99.81,17,N/A
9010,16,24,83.53,120.97,17,30
9011,0,7,3.85,99.81,1,13
9011,8,11,17.93,46.25,13,N/A
9011,12,19,38.70,99.81,13,21
9012,1,8,4.67,99.81,4,9
9013,0,6,3.85,82.35,2,13
9015,0,8,3.85,120.97,2,9
9016,0,8,3.85,120.97,13,N/A
9016,10,16,26.35,82.35,13,32
9017,0,6,3.85,82.35,18,N/A
9019,0,8,3.85,120.97,1,17
9020,0,8,3.85,120.97,5,13
9021,0,4,3.85,56.05,8,N/A
9023,0,6,3.85,82.35,8,N/A
9024,0,8,3.85,120.97,4,18
9024,9,19,21.74,177.72,18,21
9025,0,6,3.85,82.35,3,8
9025,7,16,14.80,146.62,8,17
9026,0,7,3.85,99.81,9,N/A
9027,0,9,3.85,146.62,4,18
9028,0,7,3.85,99.81,3,9
9030,0,4,3.85,56.05,6,N/A
9031,0,7,3.85,99.81,1,10
9032,1,14,4.67,316.44,5,15
9034,0,8,3.85,120.97,2,19
9034,9,19,21.74,177.72,19,23
9036,0,3,3.85,46.25,4,N/A
9037,0,8,3.85,120.97,5,11
9038,0,8,3.85,120.97,1,9
9039,4,9,8.31,67.94,24,N/A
9039,10,18,26.35,120.97,24,N/A
9039,19,25,148.73,82.35,24,28
9042,0,7,3.85,99.81,3,8
9043,0,10,3.85,177.72,2,11
9044,0,4,3.85,56.05,8,N/A
9044,6,14,12.21,120.97,8,19
9044,15,19,68.92,56.05,19,23
9048,6,14,12.21,120.97,18,N/A
9050,0,8,3.85,120.97,8,21
9050,18,22,122.71,56.05,21,23
9051,0,7,3.85,99.81,2,14
9052,2,10,5.66,120.97,8,17
9052,11,19,31.93,120.97,17,22
9055,0,7,3.85,99.81,1,13
9057,1,8,4.67,99.81,2,16
9057,9,17,21.74,120.97,16,21
